id,nome,instituicao_nome,tipo,nota_ultimo_colocado,distrito,area,peso_secundario,peso_exames,nota_minima_p_ingresso,vagas,history
0300_0300_9041,Ciências do Mar,Universidade de Aveiro,publica,13.7,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,41,"[{""year"": 2019, ""nota"": 12.9}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.7}]"
0300_0300_9069,Design,Universidade de Aveiro,publica,17.6,Aveiro,Artes e Design,0.5,0.5,95.0,65,"[{""year"": 2019, ""nota"": 17.0}, {""year"": 2020, ""nota"": 17.7}, {""year"": 2021, ""nota"": 17.6}, {""year"": 2022, ""nota"": 17.5}, {""year"": 2023, ""nota"": 17.3}, {""year"": 2024, ""nota"": 17.6}]"
0300_0300_9081,Economia,Universidade de Aveiro,publica,17.2,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,59,"[{""year"": 2019, ""nota"": 16.3}, {""year"": 2020, ""nota"": 17.2}, {""year"": 2021, ""nota"": 16.7}, {""year"": 2022, ""nota"": 16.6}, {""year"": 2023, ""nota"": 16.6}, {""year"": 2024, ""nota"": 17.2}]"
0300_0300_9089,Engenharia Civil,Universidade de Aveiro,publica,15.6,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,49,"[{""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 13.8}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 15.6}]"
0300_0300_9096,Engenharia de Materiais,Universidade de Aveiro,publica,13.8,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,26,"[{""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 14.8}, {""year"": 2024, ""nota"": 13.8}]"
0300_0300_9099,Engenharia do Ambiente,Universidade de Aveiro,publica,13.4,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,23,"[{""year"": 2021, ""nota"": 13.9}, {""year"": 2022, ""nota"": 13.8}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 13.4}]"
0300_0300_9104,Engenharia e Gestão Industrial,Universidade de Aveiro,publica,17.7,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,90,"[{""year"": 2021, ""nota"": 17.3}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 17.2}, {""year"": 2024, ""nota"": 17.7}]"
0300_0300_9113,Engenharia Física,Universidade de Aveiro,publica,16.1,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,44,"[{""year"": 2021, ""nota"": 17.0}, {""year"": 2022, ""nota"": 16.8}, {""year"": 2023, ""nota"": 16.5}, {""year"": 2024, ""nota"": 16.1}]"
0300_0300_9119,Engenharia Informática,Universidade de Aveiro,publica,18.2,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,88,"[{""year"": 2019, ""nota"": 17.0}, {""year"": 2020, ""nota"": 18.3}, {""year"": 2021, ""nota"": 17.4}, {""year"": 2022, ""nota"": 18.0}, {""year"": 2023, ""nota"": 17.9}, {""year"": 2024, ""nota"": 18.2}]"
0300_0300_9123,Engenharia Mecânica,Universidade de Aveiro,publica,16.8,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,117,"[{""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 16.4}, {""year"": 2023, ""nota"": 16.2}, {""year"": 2024, ""nota"": 16.8}]"
0300_0300_9125,Engenharia Química,Universidade de Aveiro,publica,14.9,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,49,"[{""year"": 2021, ""nota"": 15.9}, {""year"": 2022, ""nota"": 15.7}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 14.9}]"
0300_0300_9141,Física,Universidade de Aveiro,publica,15.0,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,21,"[{""year"": 2019, ""nota"": 13.9}, {""year"": 2020, ""nota"": 15.3}, {""year"": 2021, ""nota"": 16.4}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 16.1}, {""year"": 2024, ""nota"": 15.0}]"
0300_0300_9146,Geologia,Universidade de Aveiro,publica,13.5,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,21,"[{""year"": 2019, ""nota"": 12.2}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 13.7}, {""year"": 2024, ""nota"": 13.5}]"
0300_0300_9147,Gestão,Universidade de Aveiro,publica,17.9,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 16.5}, {""year"": 2020, ""nota"": 17.7}, {""year"": 2021, ""nota"": 17.4}, {""year"": 2022, ""nota"": 17.7}, {""year"": 2023, ""nota"": 17.5}, {""year"": 2024, ""nota"": 17.9}]"
0300_0300_9194,Línguas e Estudos Editoriais,Universidade de Aveiro,publica,16.4,Aveiro,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,33,"[{""year"": 2019, ""nota"": 15.0}, {""year"": 2020, ""nota"": 16.3}, {""year"": 2021, ""nota"": 15.8}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 16.4}]"
0300_0300_9196,Línguas e Relações Empresariais,Universidade de Aveiro,publica,16.2,Aveiro,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,96,"[{""year"": 2019, ""nota"": 16.0}, {""year"": 2020, ""nota"": 16.6}, {""year"": 2021, ""nota"": 16.2}, {""year"": 2022, ""nota"": 16.0}, {""year"": 2023, ""nota"": 16.3}, {""year"": 2024, ""nota"": 16.2}]"
0300_0300_9204,"Línguas, Literaturas e Culturas",Universidade de Aveiro,publica,15.4,Aveiro,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,39,"[{""year"": 2019, ""nota"": 14.3}, {""year"": 2020, ""nota"": 14.9}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 15.4}]"
0300_0300_9209,Matemática,Universidade de Aveiro,publica,16.2,Aveiro,Informática e Dados,0.5,0.5,95.0,40,"[{""year"": 2019, ""nota"": 15.3}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 16.9}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 16.2}]"
0300_0300_9219,Psicologia,Universidade de Aveiro,publica,17.4,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,46,"[{""year"": 2019, ""nota"": 14.9}, {""year"": 2020, ""nota"": 16.3}, {""year"": 2021, ""nota"": 17.0}, {""year"": 2022, ""nota"": 17.0}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 17.4}]"
0300_0300_9223,Química,Universidade de Aveiro,publica,15.7,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,23,"[{""year"": 2019, ""nota"": 14.8}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.7}]"
0300_0300_9252,Tradução,Universidade de Aveiro,publica,15.3,Aveiro,"Direito, Ciências Sociais e Humanas",0.5,0.5,95.0,44,"[{""year"": 2019, ""nota"": 14.7}, {""year"": 2020, ""nota"": 15.4}, {""year"": 2021, ""nota"": 15.9}, {""year"": 2022, ""nota"": 15.7}, {""year"": 2023, ""nota"": 15.8}, {""year"": 2024, ""nota"": 15.3}]"
0300_0300_9351,Ciências Biomédicas,Universidade de Aveiro,publica,17.8,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,99,"[{""year"": 2019, ""nota"": 16.5}, {""year"": 2020, ""nota"": 17.1}, {""year"": 2021, ""nota"": 18.0}, {""year"": 2022, ""nota"": 17.9}, {""year"": 2023, ""nota"": 17.7}, {""year"": 2024, ""nota"": 17.8}]"
0300_0300_9455,Engenharia Biomédica,Universidade de Aveiro,publica,17.3,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,52,"[{""year"": 2021, ""nota"": 17.7}, {""year"": 2022, ""nota"": 17.9}, {""year"": 2023, ""nota"": 17.3}, {""year"": 2024, ""nota"": 17.3}]"
0300_0300_9813,Medicina,Universidade de Aveiro,publica,18.4,Aveiro,Ciências da Vida e Saúde,0.5,0.5,140.0,40,"[{""year"": 2024, ""nota"": 18.4}]"
0300_0300_9853,Educação Básica,Universidade de Aveiro,publica,15.5,Aveiro,Educação e Desporto,0.5,0.5,95.0,80,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 14.4}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 15.5}]"
0300_0300_L187,Gestão e Planeamento em Turismo,Universidade de Aveiro,publica,15.0,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 15.1}, {""year"": 2020, ""nota"": 14.9}, {""year"": 2021, ""nota"": 15.3}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 15.0}]"
0300_0300_L202,Engenharia de Automação Industrial,Universidade de Aveiro,publica,13.8,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,44,"[{""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 13.8}]"
0300_0300_L209,Engenharia Eletrotécnica e de Computadores,Universidade de Aveiro,publica,15.1,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,65,"[{""year"": 2021, ""nota"": 14.5}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 15.1}]"
0300_0300_L217,Engenharia de Computadores e Informática,Universidade de Aveiro,publica,15.9,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,120,"[{""year"": 2021, ""nota"": 15.2}, {""year"": 2022, ""nota"": 16.0}, {""year"": 2023, ""nota"": 15.5}, {""year"": 2024, ""nota"": 15.9}]"
0300_0300_L221,Engenharia Aeroespacial,Universidade de Aveiro,publica,18.6,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,64,"[{""year"": 2021, ""nota"": 18.8}, {""year"": 2022, ""nota"": 18.6}, {""year"": 2023, ""nota"": 18.7}, {""year"": 2024, ""nota"": 18.6}]"
0300_0300_L223,Engenharia Computacional,Universidade de Aveiro,publica,14.3,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,33,"[{""year"": 2021, ""nota"": 15.1}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 14.6}, {""year"": 2024, ""nota"": 14.3}]"
0300_0300_L254,Multimédia e Tecnologias da Comunicação,Universidade de Aveiro,publica,15.9,Aveiro,Artes e Design,0.5,0.5,95.0,87,"[{""year"": 2022, ""nota"": 15.7}, {""year"": 2023, ""nota"": 15.7}, {""year"": 2024, ""nota"": 15.9}]"
0300_0300_L298,"Meteorologia, Oceanografia e Clima",Universidade de Aveiro,publica,13.0,Aveiro,Ciências Exatas e da Natureza,0.5,0.5,95.0,25,"[{""year"": 2023, ""nota"": 12.8}, {""year"": 2024, ""nota"": 13.0}]"
0300_3011_8005,Marketing (regime pós-laboral),Universidade de Aveiro,publica,14.7,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,23,"[{""year"": 2019, ""nota"": 13.7}, {""year"": 2020, ""nota"": 14.8}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 14.7}]"
0300_3011_9056,Contabilidade,Universidade de Aveiro,publica,15.2,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,111,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 14.6}, {""year"": 2022, ""nota"": 14.9}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.2}]"
0300_3011_9140,Finanças,Universidade de Aveiro,publica,16.2,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,26,"[{""year"": 2019, ""nota"": 15.4}, {""year"": 2020, ""nota"": 15.7}, {""year"": 2021, ""nota"": 16.3}, {""year"": 2022, ""nota"": 16.1}, {""year"": 2023, ""nota"": 15.9}, {""year"": 2024, ""nota"": 16.2}]"
0300_3011_9205,Marketing,Universidade de Aveiro,publica,16.4,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,37,"[{""year"": 2019, ""nota"": 15.2}, {""year"": 2020, ""nota"": 16.2}, {""year"": 2021, ""nota"": 16.2}, {""year"": 2022, ""nota"": 16.3}, {""year"": 2023, ""nota"": 16.6}, {""year"": 2024, ""nota"": 16.4}]"
0300_3011_9869,Contabilidade (regime pós-laboral),Universidade de Aveiro,publica,13.7,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,37,"[{""year"": 2019, ""nota"": 12.5}, {""year"": 2020, ""nota"": 13.0}, {""year"": 2021, ""nota"": 12.8}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 13.8}, {""year"": 2024, ""nota"": 13.7}]"
0300_3011_9888,Finanças (regime pós-laboral),Universidade de Aveiro,publica,14.6,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,34,"[{""year"": 2019, ""nota"": 12.7}, {""year"": 2020, ""nota"": 12.8}, {""year"": 2021, ""nota"": 13.6}, {""year"": 2022, ""nota"": 13.7}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.6}]"
0300_3012_8405,Gestão da Qualidade,Universidade de Aveiro,publica,14.1,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,34,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 13.4}, {""year"": 2021, ""nota"": 13.4}, {""year"": 2022, ""nota"": 13.5}, {""year"": 2023, ""nota"": 14.0}, {""year"": 2024, ""nota"": 14.1}]"
0300_3012_9235,Secretariado e Comunicação Empresarial,Universidade de Aveiro,publica,14.4,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,33,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 14.7}, {""year"": 2022, ""nota"": 14.7}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 14.4}]"
0300_3012_L021,Gestão Comercial,Universidade de Aveiro,publica,15.3,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,46,"[{""year"": 2019, ""nota"": 13.8}, {""year"": 2020, ""nota"": 15.1}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 15.1}, {""year"": 2023, ""nota"": 15.1}, {""year"": 2024, ""nota"": 15.3}]"
0300_3012_L140,Gestão Pública,Universidade de Aveiro,publica,14.6,Aveiro,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,28,"[{""year"": 2020, ""nota"": 13.2}, {""year"": 2021, ""nota"": 13.9}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.6}]"
0300_3012_L194,Eletrónica e Mecânica Industrial,Universidade de Aveiro,publica,14.3,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,46,"[{""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 13.7}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 14.3}]"
0300_3012_L346,Engenharia Informática Aplicada,Universidade de Aveiro,publica,15.0,Aveiro,Informática e Dados,0.5,0.5,95.0,42,"[{""year"": 2024, ""nota"": 15.0}]"
0300_3013_9500,Enfermagem,Universidade de Aveiro,publica,15.6,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,95,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 15.8}, {""year"": 2023, ""nota"": 15.8}, {""year"": 2024, ""nota"": 15.6}]"
0300_3013_9504,Fisioterapia,Universidade de Aveiro,publica,16.5,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,61,"[{""year"": 2019, ""nota"": 15.6}, {""year"": 2020, ""nota"": 16.9}, {""year"": 2021, ""nota"": 17.1}, {""year"": 2022, ""nota"": 16.8}, {""year"": 2023, ""nota"": 16.9}, {""year"": 2024, ""nota"": 16.5}]"
0300_3013_9890,Terapia da Fala,Universidade de Aveiro,publica,14.9,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 12.6}, {""year"": 2020, ""nota"": 14.3}, {""year"": 2021, ""nota"": 15.0}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 15.0}, {""year"": 2024, ""nota"": 14.9}]"
0300_3013_L066,Imagem Médica e Radioterapia,Universidade de Aveiro,publica,15.3,Aveiro,Ciências da Vida e Saúde,0.5,0.5,95.0,32,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 15.7}, {""year"": 2021, ""nota"": 16.2}, {""year"": 2022, ""nota"": 14.8}, {""year"": 2023, ""nota"": 15.4}, {""year"": 2024, ""nota"": 15.3}]"
0300_3014_L138,Design de Produto e Tecnologia,Universidade de Aveiro,publica,16.0,Aveiro,Artes e Design,0.5,0.5,95.0,48,"[{""year"": 2019, ""nota"": 14.5}, {""year"": 2020, ""nota"": 15.3}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 15.2}, {""year"": 2023, ""nota"": 15.4}, {""year"": 2024, ""nota"": 16.0}]"
0300_3014_L299,Automação e Sistemas de Produção,Universidade de Aveiro,publica,14.3,Aveiro,Engenharia e Tecnologia,0.5,0.5,95.0,33,"[{""year"": 2023, ""nota"": 14.1}, {""year"": 2024, ""nota"": 14.3}]"
0400_0400_8184,Optometria e Ciências da Visão,Universidade da Beira Interior,publica,13.0,Castelo Branco,Ciências da Vida e Saúde,0.5,0.5,95.0,54,"[{""year"": 2019, ""nota"": 12.5}, {""year"": 2020, ""nota"": 13.5}, {""year"": 2021, ""nota"": 13.8}, {""year"": 2022, ""nota"": 13.6}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 13.0}]"
0400_0400_9015,Bioquímica,Universidade da Beira Interior,publica,13.9,Castelo Branco,Ciências da Vida e Saúde,0.5,0.5,95.0,65,"[{""year"": 2019, ""nota"": 13.2}, {""year"": 2020, ""nota"": 13.9}, {""year"": 2021, ""nota"": 15.4}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 13.9}]"
0400_0400_9016,Biotecnologia,Universidade da Beira Interior,publica,13.2,Castelo Branco,Engenharia e Tecnologia,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 12.1}, {""year"": 2020, ""nota"": 13.3}, {""year"": 2021, ""nota"": 14.8}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.2}, {""year"": 2024, ""nota"": 13.2}]"
0400_0400_9020,Ciência Política e Relações Internacionais,Universidade da Beira Interior,publica,16.8,Castelo Branco,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,54,"[{""year"": 2019, ""nota"": 15.5}, {""year"": 2020, ""nota"": 16.4}, {""year"": 2021, ""nota"": 16.8}, {""year"": 2022, ""nota"": 16.7}, {""year"": 2023, ""nota"": 16.8}, {""year"": 2024, ""nota"": 16.8}]"
0400_0400_9023,Ciências da Comunicação,Universidade da Beira Interior,publica,15.2,Castelo Branco,"Direito, Ciências Sociais e Humanas",0.45,0.55,100.0,78,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 15.0}, {""year"": 2021, ""nota"": 15.6}, {""year"": 2022, ""nota"": 15.3}, {""year"": 2023, ""nota"": 15.2}, {""year"": 2024, ""nota"": 15.2}]"
0400_0400_9025,Ciências da Cultura,Universidade da Beira Interior,publica,13.0,Castelo Branco,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,40,"[{""year"": 2019, ""nota"": 12.4}, {""year"": 2020, ""nota"": 13.1}, {""year"": 2021, ""nota"": 13.8}, {""year"": 2022, ""nota"": 13.8}, {""year"": 2023, ""nota"": 13.2}, {""year"": 2024, ""nota"": 13.0}]"
0400_0400_9048,Cinema,Universidade da Beira Interior,publica,15.8,Castelo Branco,Artes e Design,0.5,0.5,100.0,55,"[{""year"": 2019, ""nota"": 14.6}, {""year"": 2020, ""nota"": 15.2}, {""year"": 2021, ""nota"": 15.1}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 16.0}, {""year"": 2024, ""nota"": 15.8}]"
0400_0400_9071,Design de Moda,Universidade da Beira Interior,publica,16.2,Castelo Branco,Artes e Design,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 14.1}, {""year"": 2020, ""nota"": 15.0}, {""year"": 2021, ""nota"": 15.6}, {""year"": 2022, ""nota"": 15.4}, {""year"": 2023, ""nota"": 15.6}, {""year"": 2024, ""nota"": 16.2}]"
0400_0400_9074,Design Industrial,Universidade da Beira Interior,publica,14.6,Castelo Branco,Artes e Design,0.5,0.5,100.0,60,"[{""year"": 2019, ""nota"": 13.4}, {""year"": 2020, ""nota"": 14.0}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 13.6}, {""year"": 2023, ""nota"": 13.5}, {""year"": 2024, ""nota"": 14.6}]"
0400_0400_9075,Design Multimédia,Universidade da Beira Interior,publica,15.4,Castelo Branco,Artes e Design,0.5,0.5,100.0,50,"[{""year"": 2019, ""nota"": 14.1}, {""year"": 2020, ""nota"": 15.0}, {""year"": 2021, ""nota"": 15.5}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 15.4}]"
0400_0400_9081,Economia,Universidade da Beira Interior,publica,14.4,Castelo Branco,"Economia, Gestão e Contabilidade",0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 14.8}, {""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 14.4}, {""year"": 2023, ""nota"": 13.6}, {""year"": 2024, ""nota"": 14.4}]"
0400_0400_9089,Engenharia Civil,Universidade da Beira Interior,publica,13.8,Castelo Branco,Ciências da Vida e Saúde,0.5,0.5,95.0,40,"[{""year"": 2020, ""nota"": 15.9}, {""year"": 2021, ""nota"": 14.0}, {""year"": 2022, ""nota"": 14.1}, {""year"": 2023, ""nota"": 13.9}, {""year"": 2024, ""nota"": 13.8}]"
0400_0400_9104,Engenharia e Gestão Industrial,Universidade da Beira Interior,publica,14.2,Castelo Branco,Engenharia e Tecnologia,0.5,0.5,95.0,36,"[{""year"": 2019, ""nota"": 14.4}, {""year"": 2020, ""nota"": 14.6}, {""year"": 2021, ""nota"": 14.2}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.2}]"
0400_0400_9105,Engenharia Electromecânica,Universidade da Beira Interior,publica,14.7,Castelo Branco,Engenharia e Tecnologia,0.5,0.5,95.0,60,"[{""year"": 2019, ""nota"": 14.0}, {""year"": 2020, ""nota"": 14.2}, {""year"": 2021, ""nota"": 15.0}, {""year"": 2022, ""nota"": 14.6}, {""year"": 2023, ""nota"": 16.4}, {""year"": 2024, ""nota"": 14.7}]"
0400_0400_9112,Engenharia Electrotécnica e de Computadores,Universidade da Beira Interior,publica,14.2,Castelo Branco,Engenharia e Tecnologia,0.5,0.5,95.0,41,"[{""year"": 2019, ""nota"": 12.8}, {""year"": 2020, ""nota"": 13.7}, {""year"": 2021, ""nota"": 14.0}, {""year"": 2022, ""nota"": 14.0}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.2}]"
0400_0400_9119,Engenharia Informática,Universidade da Beira Interior,publica,14.2,Castelo Branco,Engenharia e Tecnologia,0.5,0.5,95.0,90,"[{""year"": 2019, ""nota"": 14.2}, {""year"": 2020, ""nota"": 15.1}, {""year"": 2021, ""nota"": 14.4}, {""year"": 2022, ""nota"": 15.0}, {""year"": 2023, ""nota"": 14.7}, {""year"": 2024, ""nota"": 14.2}]"
0400_0400_9139,Filosofia,Universidade da Beira Interior,publica,14.9,Castelo Branco,"Direito, Ciências Sociais e Humanas",0.5,0.5,100.0,30,"[{""year"": 2022, ""nota"": 13.9}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.9}]"
0400_0400_9147,Gestão,Universidade da Beira Interior,publica,16.0,Castelo Branco,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,100,"[{""year"": 2019, ""nota"": 15.0}, {""year"": 2020, ""nota"": 16.0}, {""year"": 2021, ""nota"": 16.5}, {""year"": 2022, ""nota"": 15.9}, {""year"": 2023, ""nota"": 15.6}, {""year"": 2024, ""nota"": 16.0}]"
0400_0400_9205,Marketing,Universidade da Beira Interior,publica,14.3,Castelo Branco,"Economia, Gestão e Contabilidade",0.5,0.5,100.0,45,"[{""year"": 2019, ""nota"": 13.1}, {""year"": 2020, ""nota"": 13.6}, {""year"": 2021, ""nota"": 14.3}, {""year"": 2022, ""nota"": 14.2}, {""year"": 2023, ""nota"": 14.3}, {""year"": 2024, ""nota"": 14.3}]"
